Date/Time;Electricity:Facility [kW](Hourly);Fans:Electricity [kW](Hourly);Cooling:Electricity [kW](Hourly);Heating:Electricity [kW](Hourly);InteriorLights:Electricity [kW](Hourly);InteriorEquipment:Electricity [kW](Hourly);Gas:Facility [kW](Hourly);Heating:Gas [kW](Hourly);InteriorEquipment:Gas [kW](Hourly);Water Heater:WaterSystems:Gas [kW](Hourly)
 01/01  01:00:00;860,9725791;94,71476999;500,2016819;0;34,96165543;113,3127805;554,3108644;539,9406492;5,664669961;8,705545258
 01/01  02:00:00;860,9739176;94,71476999;500,5359101;0;34,96165543;113,3127805;567,252669;544,1965355;5,664669961;17,39146358
 01/01  03:00:00;857,4030626;94,71476999;497,9784545;0;34,96165543;113,3127805;563,058327;548,6878636;5,664669961;8,705793395
 01/01  04:00:00;854,0954407;94,71476999;495,3355267;0;34,96165543;113,3127805;577,4762589;554,419772;5,664669961;17,39181691
 01/01  05:00:00;861,8164671;94,71476999;493,2057553;0;44,49376632;113,3127805;561,9584593;547,5878339;5,664669961;8,70595547
 01/01  06:00:00;859,9529367;94,71476999;491,7400424;0;44,49376632;113,3127805;581,6379131;550,0841162;14,1616749;17,392122
 01/01  07:00:00;931,7397086;94,71476999;491,0418424;0;54,02587722;176,8892702;522,1039368;485,0744758;28,3233498;8,706111227
 01/01  08:00:00;923,2198994;94,71476999;490,467025;0;54,02587722;184,3865456;535,7162797;475,8388321;42,48502471;17,39242293
 01/01  09:00:00;1007,630693;94,71476999;493,5338943;0;65,15725541;220,0431645;518,4569225;444,3498717;56,64669961;17,46035116
 01/01  10:00:00;1007,115943;94,71476999;498,9303226;0;65,15725541;212,5458892;487,6405855;427,6198953;42,48502471;17,53566555
 01/01  11:00:00;1018,348938;94,71476999;502,1324118;0;65,15725541;220,0431645;511,1776765;413,9728689;70,80837451;26,39643312
 01/01  12:00:00;1021,396493;94,71476999;503,4285261;0;65,15725541;220,0431645;503,5986346;406,3916672;70,80837451;26,39859293
 01/01  13:00:00;1012,167384;94,71476999;494,3095872;0;65,15725541;220,0431645;496,8617806;399,6538326;70,80837451;26,39957342
 01/01  14:00:00;989,1085667;94,71476999;477,2157887;0;65,15725541;212,5458892;469,0286597;385,9833924;56,64669961;26,39856761
 01/01  15:00:00;975,2782501;94,71476999;461,6637405;0;65,15725541;212,5458892;439,14098;370,2583851;42,48502471;26,39757026
 01/01  16:00:00;971,5363758;94,71476999;457,3482645;0;65,15725541;212,5458892;459,6495243;376,6062487;56,64669961;26,396576
 01/01  17:00:00;966,7210664;94,71476999;475,3219838;0;65,15725541;220,0431645;498,9025363;387,5370179;84,97004941;26,39546904
 01/01  18:00:00;946,1360393;94,71476999;491,3261184;0;54,02587722;184,3865456;518,6262038;416,1228612;84,97004941;17,53329315
 01/01  19:00:00;914,8470927;94,71476999;490,6099679;0;44,49376632;163,4543149;558,7915706;456,4301304;84,97004941;17,39139081
 01/01  20:00:00;908,0445775;94,71476999;490,5009438;0;44,49376632;155,9570395;528,9232063;463,5693701;56,64669961;8,707136595
 01/01  21:00:00;888,2229227;94,71476999;503,0616191;0;44,49376632;124,5586935;576,324475;502,2860521;56,64669961;17,39172337
 01/01  22:00:00;889,8522458;94,71476999;506,7233273;0;44,49376632;124,5586935;563,6785321;512,4862073;42,48502471;8,707300111
 01/01  23:00:00;875,7149943;94,71476999;503,3368374;0;34,96165543;124,5586935;576,5038997;530,7885302;28,3233498;17,39201968
 01/01  24:00:00;873,9618264;94,71476999;501,2853502;0;34,96165543;124,5586935;559,2249927;536,3584956;14,1616749;8,704822208
 01/02  01:00:00;871,1203905;94,71476999;499,714517;0;46,09303362;113,3127805;558,736513;535,6794474;5,664669961;17,39239559
 01/02  02:00:00;871,2616339;94,71476999;499,8904553;0;46,09303362;113,3127805;554,3861182;540,0164301;5,664669961;8,705018158
 01/02  03:00:00;868,6156485;94,71476999;498,3118954;0;46,09303362;113,3127805;567,3083789;544,250929;5,664669961;17,39277993
 01/02  04:00:00;868,6668675;94,71476999;497,6359932;0;46,09303362;113,3127805;561,4543794;547,0845339;5,664669961;8,70517554
 01/02  05:00:00;961,2344301;94,71476999;499,4066847;0;100,1506573;148,9693994;534,6813124;511,6245711;5,664669961;17,39207139
 01/02  06:00:00;962,4713139;94,71476999;499,2520782;0;100,1506573;149,8943994;1057,176418;1034,309415;14,1616749;8,705328722
 01/02  07:00:00;1191,215385;94,71476999;499,2019261;0;176,4710373;302,6124365;696,1681547;650,4513418;28,3233498;17,39346311
 01/02  08:00:00;1297,93265;94,71476999;498,6179117;0;243,2593065;310,1097119;636,2137251;576,183627;42,48502471;17,54507338
 01/02  09:00:00;1339,56662;94,71476999;498,5088698;0;243,2593065;310,1097119;623,0979035;540,0219868;56,64669961;26,42921714
 01/02  10:00:00;1375,88075;94,71476999;500,583647;0;243,2593065;302,6124365;596,2363261;518,3882939;42,48502471;35,36300757
 01/02  11:00:00;1386,931104;94,71476999;503,007741;0;243,2593065;310,1097119;594,1471013;487,7910013;70,80837451;35,54772551
 01/02  12:00:00;1381,154331;94,71476999;494,5445946;0;243,2593065;310,1097119;569,96778;463,5408911;70,80837451;35,61851432
 01/02  13:00:00;1335,249123;94,73605098;489,9047655;0;243,2593065;310,1097119;553,2929549;447,0417624;70,80837451;35,44281795
 01/02  14:00:00;1369,659967;94,84244984;490,8796277;0;243,2593065;302,6124365;531,6173889;439,3508751;56,64669961;35,61981415
 01/02  15:00:00;1369,844738;94,94621106;490,9463607;0;243,2593065;302,6124365;512,6981458;430,4537612;42,48502471;39,75935989
 01/02  16:00:00;1369,605601;95,0399487;490,6126146;0;243,2593065;302,6124365;516,2180017;428,2660269;56,64669961;31,3052752
 01/02  17:00:00;1379,848487;95,12118024;490,202632;0;243,2593065;310,1097119;545,579287;425,2984149;84,97004941;35,31082265
 01/02  18:00:00;1391,405291;95,20090203;490,0924033;0;243,2593065;310,1097119;524,0838535;421,6187329;84,97004941;17,4950712
 01/02  19:00:00;1126,214599;94,71476999;491,0243278;0;166,9389264;199,1109338;489,6371865;387,228688;84,97004941;17,43844911
 01/02  20:00:00;1119,642626;94,71476999;491,3164374;0;166,9389264;191,6136585;466,2982144;392,2155474;56,64669961;17,43596735
 01/02  21:00:00;985,4496264;94,71476999;490,9812132;0;100,1506573;124,5586935;499,8686868;434,4916975;56,64669961;8,730289696
 01/02  22:00:00;945,9935558;94,71476999;490,9925633;0;100,1506573;124,5586935;499,4539382;439,571729;42,48502471;17,39718453
 01/02  23:00:00;878,4084939;94,71476999;490,9905399;0;46,09303362;124,5586935;493,2287112;456,1991704;28,3233498;8,706191027
 01/02  24:00:00;878,9327762;94,71476999;490,5627936;0;46,09303362;124,5586935;491,234612;459,6803378;14,1616749;17,39259927
 01/03  01:00:00;846,6574208;94,71476999;469,0438043;0;46,09303362;113,3127805;473,5663754;459,1953028;5,664669961;8,706402706
 01/03  02:00:00;844,5499158;94,71476999;466,568918;0;46,09303362;113,3127805;483,0921783;460,0344707;5,664669961;17,39303765
 01/03  03:00:00;870,5352649;94,71476999;494,6655037;0;46,09303362;113,3127805;489,5031952;466,4469901;5,664669961;17,39153516
 01/03  04:00:00;878,6963396;94,71476999;506,5505085;0;46,09303362;113,3127805;488,9494966;474,5790114;5,664669961;8,705815275
 01/03  05:00:00;959,6213691;94,71476999;494,619909;0;100,1506573;148,9693994;480,0283548;456,9718062;5,664669961;17,39187868
 01/03  06:00:00;959,6870623;94,71476999;483,3781376;0;100,1506573;149,8943994;780,7856181;757,917941;14,1616749;8,706002188
 01/03  07:00:00;1194,848069;94,89444627;476,2721795;0;176,4710373;302,6124365;562,0155222;516,2999275;28,3233498;17,39224494
 01/03  08:00:00;1300,785773;95,1908175;472,3868921;0;243,2593065;310,1097119;520,9608745;460,9300033;42,48502471;17,54584649
 01/03  09:00:00;1341,035785;95,31646544;472,6355202;0;243,2593065;310,1097119;505,5574779;422,481688;56,64669961;26,4290903
 01/03  10:00:00;1379,117079;95,43369925;475,7740763;0;243,2593065;302,6124365;479,7020132;401,8614632;42,48502471;35,35552533
 01/03  11:00:00;1379,88174;95,82055028;480,7085831;0;243,2593065;310,1097119;491,3491068;385,0003049;70,80837451;35,54042738
 01/03  12:00:00;1380,927658;96,3889453;485,1638533;0;243,2593065;310,1097119;481,2771507;374,8587001;70,80837451;35,61007612
 01/03  13:00:00;1337,316133;97,13022853;488,3812094;0;243,2593065;310,1097119;474,0101268;367,7658643;70,80837451;35,43588794
 01/03  14:00:00;1371,213982;97,81292836;492,2753554;0;243,2593065;302,6124365;450,9472475;358,6885929;56,64669961;35,61195496
 01/03  15:00:00;1375,178457;98,72247249;495,291211;0;243,2593065;302,6124365;420,6949003;342,655541;42,48502471;35,55433459
 01/03  16:00:00;1368,722794;99,36576953;487,6467315;0;243,2593065;302,6124365;427,7587073;335,6218768;56,64669961;35,49013091
 01/03  17:00:00;1379,58608;99,68924366;487,5365899;0;243,2593065;310,1097119;457,3962411;345,9405495;84,97004941;26,48564216
 01/03  18:00:00;1394,445511;99,9626527;490,6625774;0;243,2593065;310,1097119;472,0466115;360,846358;84,97004941;26,23020408
 01/03  19:00:00;1132,714756;94,71476999;500,1214743;0;166,9389264;199,1109338;460,679264;358,2740087;84,97004941;17,43520589
 01/03  20:00:00;1130,890014;94,71476999;496,9145805;0;166,9389264;191,6136585;433,5833715;368,2068555;56,64669961;8,729816446
 01/03  21:00:00;998,9838723;94,71476999;485,5377275;0;100,1506573;124,5586935;483,8828346;409,7982089;56,64669961;17,43792608
 01/03  22:00:00;955,8118957;94,71476999;480,2703091;0;100,1506573;124,5586935;477,3147043;417,4330348;42,48502471;17,39664482
 01/03  23:00:00;887,5084;94,71476999;477,465484;0;46,09303362;124,5586935;473,503163;436,4725681;28,3233498;8,707245075
 01/03  24:00:00;885,2365495;94,71476999;475,2352858;0;46,09303362;124,5586935;474,4025618;442,8489293;14,1616749;17,39195758
 01/04  01:00:00;871,8140863;94,71476999;472,4037518;0;46,09303362;113,3127805;462,3233395;447,9511948;5,664669961;8,707474672
 01/04  02:00:00;846,830009;94,71476999;452,4530867;0;46,09303362;113,3127805;476,1421442;453,0850661;5,664669961;17,39240814
 01/04  03:00:00;820,2009451;94,71476999;433,8906393;0;46,09303362;113,3127805;475,2553491;460,8856496;5,664669961;8,705029589
 01/04  04:00:00;808,8546549;94,71476999;424,6144738;0;46,09303362;113,3127805;489,6708918;466,6134304;5,664669961;17,3927914
 01/04  05:00:00;909,9258743;94,71476999;434,1438911;0;100,1506573;148,9693994;463,9052359;449,5353651;5,664669961;8,705200939
 01/04  06:00:00;919,5798653;94,84808914;433,2298224;0;100,1506573;149,8943994;720,4020382;688,8457744;14,1616749;17,39458897
 01/04  07:00:00;1154,114247;95,59131194;435,7873986;0;176,4710373;302,6124365;530,9686749;493,9399528;28,3233498;8,705372341
 01/04  08:00:00;1273,768095;96,85194887;452,7734866;0;243,2593065;310,1097119;511,657378;442,8668325;42,48502471;26,30552075
 01/04  09:00:00;1315,464098;97,76172654;463,1827777;0;243,2593065;310,1097119;490,727603;407,6510759;56,64669961;26,42982755
 01/04  10:00:00;1352,616262;98,5347703;473,611693;0;243,2593065;302,6124365;454,2257711;385,2219452;42,48502471;26,51880114
 01/04  11:00:00;1371,899849;99,1110113;485,5038401;0;243,2593065;310,1097119;484,1215506;368,8755459;70,80837451;44,43763018
 01/04  12:00:00;1383,240855;99,66102216;494,2146222;0;243,2593065;310,1097119;465,1850167;358,7738701;70,80837451;35,6027721
 01/04  13:00:00;1338,877638;100,2039807;490,5345831;0;243,2593065;310,1097119;459,0217894;352,7835744;70,80837451;35,42984049
 01/04  14:00:00;1370,173863;100,8399693;487,6600065;0;243,2593065;302,6124365;436,4293708;344,1775639;56,64669961;35,60510727
 01/04  15:00:00;1376,454981;101,7187233;493,2955974;0;243,2593065;302,6124365;409,545194;331,5125347;42,48502471;35,54763456
 01/04  16:00:00;1379,743879;102,1717522;496,3342505;0;243,2593065;302,6124365;423,0313628;330,9005008;56,64669961;35,48416232
 01/04  17:00:00;1391,598328;102,3940016;498,0591542;0;243,2593065;310,1097119;454,5840634;343,1264908;84,97004941;26,48752326
 01/04  18:00:00;1399,489343;102,5661531;495,1639307;0;243,2593065;310,1097119;459,0833621;356,6184724;84,97004941;17,4948403
 01/04  19:00:00;1120,801095;94,71476999;491,0588237;0;166,9389264;199,1109338;462,5922495;360,1820954;84,97004941;17,44010476
 01/04  20:00:00;1110,724473;94,71476999;487,2263957;0;166,9389264;191,6136585;441,7309157;367,6469248;56,64669961;17,43729124
 01/04  21:00:00;975,5762869;94,71476999;484,3785912;0;100,1506573;124,5586935;481,9190915;407,8324804;56,64669961;17,43991148
 01/04  22:00:00;933,7708026;94,71476999;484,4100584;0;100,1506573;124,5586935;466,3673604;415,173387;42,48502471;8,708948671
 01/04  23:00:00;865,4518338;94,71476999;484,6761519;0;46,09303362;124,5586935;481,777671;436,0611135;28,3233498;17,39320775
 01/04  24:00:00;856,9149717;94,71476999;476,0985336;0;46,09303362;124,5586935;475,526545;443,9731507;14,1616749;17,39171932
 01/05  01:00:00;846,0866974;94,71476999;477,9318114;0;46,09303362;113,3127805;462,7057468;448,3351181;5,664669961;8,705958761
 01/05  02:00:00;833,8303269;94,71476999;465,6524946;0;46,09303362;113,3127805;477,5338597;454,4769925;5,664669961;17,39219733
 01/05  03:00:00;827,1381643;94,71476999;457,9206084;0;46,09303362;113,3127805;474,4524636;460,081626;5,664669961;8,706167608
 01/05  04:00:00;823,8781988;94,71476999;454,5163628;0;46,09303362;113,3127805;487,5980916;464,5408316;5,664669961;17,39259001
 01/05  05:00:00;910,1583947;94,71476999;448,2962584;0;100,1506573;148,9693994;462,5829884;448,2119505;5,664669961;8,706367995
 01/05  06:00:00;907,0979466;95,1038234;443,2955243;0;100,1506573;149,8943994;699,2449481;667,6902785;14,1616749;17,39299465
 01/05  07:00:00;1151,937611;96,78247073;461,6053056;0;176,4710373;302,6124365;521,7021934;484,6722681;28,3233498;8,706575494
 01/05  08:00:00;1264,280455;98,49257645;464,3765846;0;243,2593065;310,1097119;509,8688912;441,0779876;42,48502471;26,30587885
 01/05  09:00:00;1311,511823;99,08358654;469,8217287;0;243,2593065;310,1097119;506,5438888;423,4660447;56,64669961;26,4311445
 01/05  10:00:00;1353,783809;99,55268031;478,1390948;0;243,2593065;302,6124365;484,5244784;415,5162031;42,48502471;26,52325063
 01/05  11:00:00;1368,713334;100,197994;483,5635705;0;243,2593065;310,1097119;493,4217469;387,0550169;70,80837451;35,55835545
 01/05  12:00:00;1379,015037;100,6203141;490,4629617;0;243,2593065;310,1097119;488,5653315;373,2383535;70,80837451;44,51860347
 01/05  13:00:00;1341,868515;100,771535;494,5347897;0;243,2593065;310,1097119;470,8767786;373,4877414;70,80837451;26,58066276
 01/05  14:00:00;1373,846802;101,0397519;493,0684193;0;243,2593065;302,6124365;469,9956888;368,8318446;56,64669961;44,51714461
 01/05  15:00:00;1373,570343;101,3434265;492,469305;0;243,2593065;302,6124365;447,6729146;369,6462387;42,48502471;35,54165116
 01/05  16:00:00;1373,76898;101,7416752;493,4535443;0;243,2593065;302,6124365;466,0344404;373,9089572;56,64669961;35,47878358
 01/05  17:00:00;1381,524481;102,0681252;491,4146004;0;243,2593065;310,1097119;488,5758776;377,1169471;84,97004941;26,48888109
 01/05  18:00:00;1392,078391;102,3744491;490,2754555;0;243,2593065;310,1097119;481,0169119;378,5545339;84,97004941;17,49232861
 01/05  19:00:00;1118,909418;94,71476999;490,4056591;0;166,9389264;199,1109338;481,2843535;378,875498;84,97004941;17,43880606
 01/05  20:00:00;1111,871251;94,71476999;490,6308546;0;166,9389264;191,6136585;459,6478927;385,5633154;56,64669961;17,43787778
 01/05  21:00:00;975,4549842;94,71476999;488,6414771;0;100,1506573;124,5586935;500,9063363;426,8210831;56,64669961;17,43855362
 01/05  22:00:00;913,6075981;94,71476999;466,613453;0;100,1506573;124,5586935;487,1496679;435,9569415;42,48502471;8,707701702
 01/05  23:00:00;833,188105;94,71476999;453,9311565;0;46,09303362;124,5586935;500,2796101;454,5630945;28,3233498;17,39316584
 01/05  24:00:00;836,7711534;94,71476999;456,5590827;0;46,09303362;124,5586935;483,0713242;460,2042718;14,1616749;8,705377447
 01/06  01:00:00;825,3173463;94,71476999;457,5710187;0;46,09303362;113,3127805;487,6573146;464,5988597;5,664669961;17,39378494
 01/06  02:00:00;824,8136062;94,71476999;457,1033575;0;46,09303362;113,3127805;482,7013006;468,3310322;5,664669961;8,705598489
 01/06  03:00:00;827,4076049;94,71476999;459,7000531;0;46,09303362;113,3127805;495,486838;472,4280725;5,664669961;17,39409562
 01/06  04:00:00;825,9430406;94,71476999;458,2663995;0;46,09303362;113,3127805;490,9989012;476,6284289;5,664669961;8,705802379
 01/06  05:00:00;918,6779225;94,71476999;458,0845385;0;100,1506573;148,9693994;482,4858733;459,4293238;5,664669961;17,39187955
 01/06  06:00:00;920,2936357;95,18759783;458,5079404;0;100,1506573;149,8943994;707,7757657;684,9080759;14,1616749;8,706014951
 01/06  07:00:00;1150,246166;97,10408184;458,6561636;0;176,4710373;302,6124365;544,5501877;498,8344198;28,3233498;17,39241811
 01/06  08:00:00;1257,868465;98,75791106;457,7355991;0;243,2593065;310,1097119;517,7594204;457,7320176;42,48502471;17,54237803
 01/06  09:00:00;1299,207337;99,3393357;457,3557694;0;243,2593065;310,1097119;531,3549086;439,4746739;56,64669961;35,2335351
 01/06  10:00:00;1335,123348;99,76051674;459,5684001;0;243,2593065;302,6124365;500,6583373;431,6440478;42,48502471;26,52926481
 01/06  11:00:00;1360,923779;100,1596323;477,3055439;0;243,2593065;310,1097119;521,4041563;415,0425498;70,80837451;35,55323202
 01/06  12:00:00;1370,65417;100,5330235;484,7641784;0;243,2593065;310,1097119;507,4439873;401,0107381;70,80837451;35,62487469
 01/06  13:00:00;1335,754019;100,7250975;490,7816672;0;243,2593065;310,1097119;507,1392391;400,8824594;70,80837451;35,44840518
 01/06  14:00:00;1371,307963;100,9975485;492,7330774;0;243,2593065;302,6124365;494,5529275;393,3772773;56,64669961;44,52895057
 01/06  15:00:00;1373,635987;101,1820731;494,1740727;0;243,2593065;302,6124365;471,0143528;392,9920852;42,48502471;35,5372428
 01/06  16:00:00;1374,669274;101,3578873;495,1074825;0;243,2593065;302,6124365;485,4866152;393,3657405;56,64669961;35,47417511
 01/06  17:00:00;1384,524438;101,5367122;494,3567618;0;243,2593065;310,1097119;505,2244061;393,7635949;84,97004941;26,49076183
 01/06  18:00:00;1396,938213;101,7994047;494,8370121;0;243,2593065;310,1097119;496,9154155;394,4512542;84,97004941;17,49411182
 01/06  19:00:00;1123,496468;94,71476999;494,6071923;0;166,9389264;199,1109338;493,8003752;391,3892905;84,97004941;17,44103535
 01/06  20:00:00;1114,94541;94,71476999;493,8398766;0;166,9389264;191,6136585;470,6942748;396,6089372;56,64669961;17,43863795
 01/06  21:00:00;981,659194;94,71476999;494,0063837;0;100,1506573;124,5586935;509,9700045;435,8869712;56,64669961;17,43633376
 01/06  22:00:00;943,2967115;94,71476999;494,7531324;0;100,1506573;124,5586935;492,8669021;441,6726913;42,48502471;8,709186079
 01/06  23:00:00;876,4209107;94,71476999;495,00707;0;46,09303362;124,5586935;504,6304945;458,9151581;28,3233498;17,39198657
 01/06  24:00:00;876,8156538;94,71476999;494,5965276;0;46,09303362;124,5586935;486,7272645;463,858737;14,1616749;8,706852643
 01/07  01:00:00;863,18445;94,71476999;493,7493519;0;46,09303362;113,3127805;491,331236;468,273763;5,664669961;17,39280305
 01/07  02:00:00;862,792457;94,71476999;493,5487894;0;46,09303362;113,3127805;486,8214339;472,4496436;5,664669961;8,707120296
 01/07  03:00:00;863,6175272;94,71476999;494,1199635;0;46,09303362;113,3127805;497,8981698;474,8416996;5,664669961;17,39180022
 01/07  04:00:00;865,1178596;94,71476999;495,3006802;0;46,09303362;113,3127805;492,9413662;478,5693452;5,664669961;8,707351038
 01/07  05:00:00;875,7002305;94,71476999;495,6901855;0;55,62514452;113,3127805;494,1906989;471,133808;5,664669961;17,39222095
 01/07  06:00:00;875,7754494;94,71476999;495,795446;0;55,62514452;113,3127805;495,5900638;472,7208107;14,1616749;8,707578233
 01/07  07:00:00;949,4560434;94,71476999;496,1103144;0;65,15725541;176,8892702;458,4059837;412,6899955;28,3233498;17,39263835
 01/07  08:00:00;1056,6015;95,00135687;496,6576909;0;109,6827682;220,9681645;698,4812284;647,2910352;42,48502471;8,705168426
 01/07  09:00:00;1067,926329;95,00237218;497,4656978;0;109,6827682;220,9681645;617,260544;543,1385058;56,64669961;17,47533862
 01/07  10:00:00;1177,45303;95,51246075;498,7151887;0;131,9455246;266,9558176;576,1277816;507,3256189;42,48502471;26,31713801
 01/07  11:00:00;1185,385118;95,65856789;499,0929813;0;131,9455246;274,4530929;586,683235;489,4462474;70,80837451;26,42861309
 01/07  12:00:00;1185,407829;95,71828992;498,5372175;0;131,9455246;274,4530929;579,7582745;482,5251036;70,80837451;26,42479636
 01/07  13:00:00;1150,459925;95,76393257;496,4567408;0;131,9455246;274,4530929;573,9838471;476,7547899;70,80837451;26,42068275
 01/07  14:00:00;1138,869933;95,80740646;493,2417976;0;131,9455246;266,9558176;555,9119319;472,8434478;56,64669961;26,42178443
 01/07  15:00:00;1135,237969;95,8559361;490,0657081;0;131,9455246;266,9558176;539,6283698;470,721414;42,48502471;26,42193109
 01/07  16:00:00;1056,39696;94,71476999;488,6410544;0;109,6827682;212,5458892;451,7173036;368,6479687;56,64669961;26,42263528
 01/07  17:00:00;1067,99658;94,71476999;488,7250186;0;109,6827682;220,0431645;485,0890208;373,7006425;84,97004941;26,41832879
 01/07  18:00:00;1035,962501;94,71476999;487,9167522;0;109,6827682;220,0431645;488,6247163;377,3549293;84,97004941;26,29973751
 01/07  19:00:00;995,105981;94,71476999;486,2271042;0;100,1506573;199,1109338;504,5307486;410,8549214;84,97004941;8,705777875
 01/07  20:00:00;987,1275152;94,71476999;485,1427604;0;100,1506573;191,6136585;488,3913917;414,3525817;56,64669961;17,39211045
 01/07  21:00:00;873,8818884;94,71476999;483,4980161;0;55,62514452;124,5586935;522,2181072;456,8654498;56,64669961;8,705957821
 01/07  22:00:00;873,194857;94,71476999;480,7692308;0;55,62514452;124,5586935;521,76062;461,883407;42,48502471;17,39218831
 01/07  23:00:00;871,4502531;94,71476999;477,0334508;0;46,09303362;124,5586935;513,03673;476,0072153;28,3233498;8,706164957
 01/07  24:00:00;874,8406376;94,71476999;474,7126844;0;46,09303362;124,5586935;511,0570119;479,5027285;14,1616749;17,3926085
 01/08  01:00:00;845,4574119;94,71476999;473,9823238;0;34,96165543;113,3127805;500,5952054;486,2241155;5,664669961;8,706419971
 01/08  02:00:00;818,4158033;94,71476999;456,3273764;0;34,96165543;113,3127805;516,0060057;492,9482049;5,664669961;17,39313086
 01/08  03:00:00;794,2537033;94,71476999;436,5708923;0;34,96165543;113,3127805;516,057388;501,6860588;5,664669961;8,70665922
 01/08  04:00:00;779,9710115;94,71476999;420,2009433;0;34,96165543;113,3127805;531,5047338;508,4464838;5,664669961;17,39358007
 01/08  05:00:00;783,9928623;94,71476999;416,733325;0;44,49376632;113,3127805;526,0700671;503,0132669;5,664669961;17,39213024
 01/08  06:00:00;776,1267844;94,71476999;403,6775879;0;44,49376632;113,3127805;531,9286326;509,0608185;14,1616749;8,706139248
 01/08  07:00:00;836,0733459;94,71476999;393,0041796;0;54,02587722;176,8892702;495,0800541;449,364133;28,3233498;17,39257133
 01/08  08:00:00;836,7150338;94,71476999;405,5267774;0;54,02587722;184,3865456;491,2972224;440,105829;42,48502471;8,706368617
 01/08  09:00:00;961,0378919;94,71476999;450,052807;0;65,15725541;220,0431645;483,9989088;409,8911208;56,64669961;17,46108834
 01/08  10:00:00;984,8050418;94,71476999;479,909206;0;65,15725541;212,5458892;459,4071019;390,6313939;42,48502471;26,29068329
 01/08  11:00:00;1005,093604;94,71476999;487,7010561;0;65,15725541;220,0431645;475,1804244;377,9734237;70,80837451;26,39862617
 01/08  12:00:00;1008,06848;94,71476999;489,6918641;0;65,15725541;220,0431645;454,4724656;366,0574004;70,80837451;17,60669068
 01/08  13:00:00;1009,327911;94,71476999;493,1347521;0;65,15725541;220,0431645;456,6698191;359,459052;70,80837451;26,40239251
 01/08  14:00:00;1002,978074;94,71476999;494,214677;0;65,15725541;212,5458892;435,2164578;352,1681769;56,64669961;26,40158135
 01/08  15:00:00;1004,765431;94,71476999;495,667599;0;65,15725541;212,5458892;412,7332804;343,847473;42,48502471;26,40078273
 01/08  16:00:00;1004,204507;94,71476999;494,955652;0;65,15725541;212,5458892;427,6195566;344,57287;56,64669961;26,39998705
 01/08  17:00:00;985,1163383;94,71476999;497,6529863;0;65,15725541;220,0431645;470,1119787;358,7427356;84,97004941;26,39919363
 01/08  18:00:00;946,20946;94,71476999;495,0254523;0;54,02587722;184,3865456;494,363085;383,1023469;84,97004941;26,29068862
 01/08  19:00:00;934,5738519;94,71476999;487,9741684;0;44,49376632;163,4543149;517,2102456;423,5349024;84,97004941;8,705293822
 01/08  20:00:00;943,6515533;94,71476999;476,1544751;0;44,49376632;155,9570395;503,801336;429,7612714;56,64669961;17,39336501
 01/08  21:00:00;908,4933799;94,71476999;469,1147233;0;44,49376632;124,5586935;533,0468817;467,6946893;56,64669961;8,705492804
 01/08  22:00:00;876,5985411;94,71476999;449,3643824;0;44,49376632;124,5586935;537,4564627;477,5776101;42,48502471;17,39382794
 01/08  23:00:00;860,9295064;94,71476999;452,1827073;0;34,96165543;124,5586935;533,969231;496,9401814;28,3233498;8,70569973
 01/08  24:00:00;859,1134468;94,71476999;461,248346;0;34,96165543;124,5586935;535,2368143;503,6808458;14,1616749;17,39429362
 01/09  01:00:00;854,4977861;94,71476999;460,009805;0;46,09303362;113,3127805;523,3550304;508,9844192;5,664669961;8,705941224
 01/09  02:00:00;847,3086171;94,71476999;447,6498631;0;46,09303362;113,3127805;537,8202257;514,7633586;5,664669961;17,39219719
 01/09  03:00:00;843,8393129;94,71476999;442,5580763;0;46,09303362;113,3127805;534,4629834;520,0921346;5,664669961;8,706178823
 01/09  04:00:00;843,0047169;94,71476999;441,7378871;0;46,09303362;113,3127805;548,89318;525,8358495;5,664669961;17,39266051
 01/09  05:00:00;909,6692984;94,71476999;420,2062539;0;100,1506573;148,9693994;517,6119152;503,2408273;5,664669961;8,706417923
 01/09  06:00:00;912,8496074;94,71476999;418,7217686;0;100,1506573;149,8943994;957,6525321;926,0990931;14,1616749;17,39176407
 01/09  07:00:00;1149,596918;94,96875621;426,704446;0;176,4710373;302,6124365;640,2599073;603,2298932;28,3233498;8,706664303
 01/09  08:00:00;1261,754212;95,2611484;434,2833902;0;243,2593065;310,1097119;602,9627022;534,1674677;42,48502471;26,31020979
 01/09  09:00:00;1321,304995;95,38319188;455,8478542;0;243,2593065;310,1097119;570,9624069;487,8862545;56,64669961;26,42945275
 01/09  10:00:00;1357,615973;95,59412786;466,5616619;0;243,2593065;302,6124365;536,3475399;458,5057267;42,48502471;35,35678848
 01/09  11:00:00;1367,307193;96,05193372;478,3182725;0;243,2593065;310,1097119;538,9212749;432,5706032;70,80837451;35,54229713
 01/09  12:00:00;1373,29296;96,53181605;486,9636896;0;243,2593065;310,1097119;518,120052;411,6994074;70,80837451;35,61227009
 01/09  13:00:00;1327,213799;96,96470203;481,4172854;0;243,2593065;310,1097119;503,648308;397,4017958;70,80837451;35,43813774
 01/09  14:00:00;1359,527717;97,37138776;479,7107453;0;243,2593065;302,6124365;477,9499443;385,6882763;56,64669961;35,6149684
 01/09  15:00:00;1359,714137;97,86815013;479,2298627;0;243,2593065;302,6124365;449,040594;370,9980126;42,48502471;35,55755666
