Date/Time;Electricity:Facility [kW](Hourly);Fans:Electricity [kW](Hourly);Cooling:Electricity [kW](Hourly);Heating:Electricity [kW](Hourly);InteriorLights:Electricity [kW](Hourly);InteriorEquipment:Electricity [kW](Hourly);Gas:Facility [kW](Hourly);Heating:Gas [kW](Hourly);InteriorEquipment:Gas [kW](Hourly);Water Heater:WaterSystems:Gas [kW](Hourly)
 01/15  20:00:00;922,1725603;94,71476999;505,8525962;0;44,49376632;155,9570395;468,5643379;394,5240746;56,64669961;17,39356371
 01/15  21:00:00;884,8846466;94,71476999;499,7496172;0;44,49376632;124,5586935;495,5162355;430,1626354;56,64669961;8,706900494
 01/15  22:00:00;880,9148887;94,71476999;495,635245;0;44,49376632;124,5586935;496,1012496;436,222106;42,48502471;17,39411893
 01/15  23:00:00;880,7511421;94,71476999;507,3364083;0;34,96165543;124,5586935;493,7782816;456,7477461;28,3233498;8,707185675
 01/15  24:00:00;873,4234127;94,71476999;501,2077977;0;34,96165543;124,5586935;498,439085;466,8853898;14,1616749;17,39202025
 01/16  01:00:00;850,6921435;94,71476999;491,3682393;0;34,96165543;113,3127805;489,3021298;474,9299526;5,664669961;8,707507276
 01/16  02:00:00;849,8093749;94,71476999;480,9176476;0;34,96165543;113,3127805;504,1767269;481,1194255;5,664669961;17,39263144
 01/16  03:00:00;855,2535596;94,71476999;474,3970255;0;34,96165543;113,3127805;499,8732618;485,5007793;5,664669961;8,707812498
 01/16  04:00:00;860,074543;94,71476999;469,2337968;0;34,96165543;113,3127805;514,3992523;491,3413925;5,664669961;17,3931898
 01/16  05:00:00;838,006024;94,71476999;442,5784803;0;44,49376632;113,3127805;503,5731599;489,2036756;5,664669961;8,704814355
 01/16  06:00:00;829,5762897;94,71476999;437,1018023;0;44,49376632;113,3127805;527,7745118;496,2190843;14,1616749;17,39375264
 01/16  07:00:00;909,4776587;94,71476999;440,1571377;0;54,02587722;176,8892702;471,9412389;434,9121633;28,3233498;8,705725826
 01/16  08:00:00;911,7716707;94,71476999;452,9189482;0;54,02587722;184,3865456;479,498108;419,6187367;42,48502471;17,39434654
 01/16  09:00:00;995,9350015;94,71476999;463,9963126;0;65,15725541;220,0431645;456,8391165;382,7268591;56,64669961;17,46555778
 01/16  10:00:00;991,6965874;94,71476999;469,6985543;0;65,15725541;212,5458892;421,3574836;361,3352495;42,48502471;17,53720941
 01/16  11:00:00;987,9918241;94,71476999;447,8344925;0;65,15725541;220,0431645;445,6850342;348,475302;70,80837451;26,40135767
 01/16  12:00:00;986,9716659;94,71476999;435,1088149;0;65,15725541;220,0431645;433,206559;335,9975732;70,80837451;26,40061136
 01/16  13:00:00;982,0313204;94,71476999;427,8075895;0;65,15725541;220,0431645;422,4852784;325,2735584;70,80837451;26,40334546
 01/16  14:00:00;951,633226;94,71476999;432,2870976;0;65,15725541;212,5458892;399,6607157;316,6095954;56,64669961;26,40442077
 01/16  15:00:00;957,8652859;94,71476999;445,3395091;0;65,15725541;212,5458892;377,69273;308,8039211;42,48502471;26,40378418
 01/16  16:00:00;965,2588525;94,71476999;453,1297659;0;65,15725541;212,5458892;391,5842944;308,5344376;56,64669961;26,40315713
 01/16  17:00:00;955,8762889;94,71476999;470,1454593;0;65,15725541;220,0431645;435,6396343;324,2670525;84,97004941;26,4025324
 01/16  18:00:00;949,204007;94,71476999;496,451454;0;54,02587722;184,3865456;467,5681728;356,3024229;84,97004941;26,29570048
 01/16  19:00:00;916,000696;94,71476999;492,9946838;0;44,49376632;163,4543149;493,0849474;399,4078349;84,97004941;8,707063156
 01/16  20:00:00;913,3088229;94,71476999;496,6075515;0;44,49376632;155,9570395;481,7534014;407,715481;56,64669961;17,39122078
 01/16  21:00:00;889,758183;94,71476999;506,3710343;0;44,49376632;124,5586935;512,6047288;447,2506738;56,64669961;8,707355321
 01/16  22:00:00;878,9282899;94,71476999;497,6239151;0;44,49376632;124,5586935;517,1648752;457,2875028;42,48502471;17,39234761
 01/16  23:00:00;869,348443;94,71476999;489,0673082;0;34,96165543;124,5586935;513,2840937;476,2530864;28,3233498;8,707657451
 01/16  24:00:00;875,8359944;94,71476999;482,8055104;0;34,96165543;124,5586935;514,8069159;483,2523366;14,1616749;17,39290439
 01/17  01:00:00;875,3781466;94,71476999;477,3640314;0;46,09303362;113,3127805;502,3640627;487,991405;5,664669961;8,707987729
 01/17  02:00:00;855,7000746;94,71476999;454,4549748;0;46,09303362;113,3127805;519,6465534;496,5883585;5,664669961;17,393525
 01/17  03:00:00;873,5921578;94,71476999;459,9949185;0;46,09303362;113,3127805;516,7220712;502,351775;5,664669961;8,705626229
 01/17  04:00:00;893,8237011;94,71476999;461,4455326;0;46,09303362;113,3127805;527,748782;504,6899929;5,664669961;17,39411917
 01/17  05:00:00;994,3004142;94,71476999;461,3332693;0;100,1506573;148,9693994;490,2711652;475,900591;5,664669961;8,705904213
 01/17  06:00:00;994,9164681;94,71476999;462,189502;0;100,1506573;149,8943994;945,3850407;913,8272242;14,1616749;17,39614165
 01/17  07:00:00;1222,061694;94,7259705;460,9855839;0;176,4710373;302,6124365;620,4956362;583,4661191;28,3233498;8,70616723
 01/17  08:00:00;1321,743017;94,95963379;462,8683847;0;243,2593065;310,1097119;584,838349;516,0439076;42,48502471;26,30941667
 01/17  09:00:00;1346,861957;95,17385143;452,1893925;0;243,2593065;310,1097119;552,5508617;469,4693945;56,64669961;26,43476757
 01/17  10:00:00;1342,140627;95,60255637;422,3717739;0;243,2593065;302,6124365;508,7011935;430,8586359;42,48502471;35,35753284
 01/17  11:00:00;1336,349064;96,01482575;413,8127045;0;243,2593065;310,1097119;502,9806056;396,628742;70,80837451;35,54348909
 01/17  12:00:00;1347,545526;96,44334834;409,0253199;0;243,2593065;310,1097119;478,8092929;372,3872316;70,80837451;35,61368684
 01/17  13:00:00;1312,330444;97,12023702;403,4641192;0;243,2593065;310,1097119;462,1320265;355,8839144;70,80837451;35,43973759
 01/17  14:00:00;1336,423094;97,85514111;399,0926111;0;243,2593065;302,6124365;431,4900107;339,2260735;56,64669961;35,61723758
 01/17  15:00:00;1319,888269;98,40055426;401,0894757;0;243,2593065;302,6124365;402,6752236;324,6301516;42,48502471;35,56004727
 01/17  16:00:00;1304,692993;99,02646333;412,0238691;0;243,2593065;302,6124365;418,6844919;326,5415235;56,64669961;35,49626877
 01/17  17:00:00;1333,633063;99,39661161;419,9486228;0;243,2593065;310,1097119;454,6278836;342,9584751;84,97004941;26,69935912
 01/17  18:00:00;1360,293067;99,77272519;418,3191741;0;243,2593065;310,1097119;462,8868667;351,891254;84,97004941;26,02556326
 01/17  19:00:00;1126,15224;94,71476999;426,8533837;0;166,9389264;199,1109338;436,5898699;334,1827981;84,97004941;17,4370224
 01/17  20:00:00;1131,762363;94,71476999;422,8624321;0;166,9389264;191,6136585;406,93937;341,561833;56,64669961;8,730837413
 01/17  21:00:00;995,921977;94,71476999;422,3662772;0;100,1506573;124,5586935;460,3270715;386,2403803;56,64669961;17,43999158
 01/17  22:00:00;963,8190899;94,71476999;435,9825942;0;100,1506573;124,5586935;457,300165;397,4165025;42,48502471;17,39863784
 01/17  23:00:00;899,8026138;94,71476999;471,1130905;0;46,09303362;124,5586935;459,3012128;422,2722142;28,3233498;8,705648849
 01/17  24:00:00;904,8240386;94,71476999;485,4413043;0;46,09303362;124,5586935;462,6128824;431,0570419;14,1616749;17,39416559
 01/18  01:00:00;898,5148557;94,71476999;482,3983082;0;46,09303362;113,3127805;448,8418365;434,471226;5,664669961;8,705940485
 01/18  02:00:00;889,9381104;94,71476999;480,3780911;0;46,09303362;113,3127805;461,6714548;438,6119523;5,664669961;17,39483253
 01/18  03:00:00;887,1038583;94,71476999;478,7549116;0;46,09303362;113,3127805;457,4720912;443,101203;5,664669961;8,706218157
 01/18  04:00:00;882,9673153;94,71476999;476,4598426;0;46,09303362;113,3127805;469,8551773;446,7977164;5,664669961;17,39279098
 01/18  05:00:00;973,7344329;94,71476999;475,4418346;0;100,1506573;148,9693994;442,973785;428,6026111;5,664669961;8,706503855
 01/18  06:00:00;984,0501405;94,72536678;473,8534539;0;100,1506573;149,8943994;691,6983291;660,1426374;14,1616749;17,3940168
 01/18  07:00:00;1214,112975;95,77263661;471,9014057;0;176,4710373;302,6124365;502,552204;465,5220413;28,3233498;8,706812906
 01/18  08:00:00;1317,398348;96,98745611;468,4205334;0;243,2593065;310,1097119;488,2503144;419,4537659;42,48502471;26,31152378
 01/18  09:00:00;1326,832796;97,65573454;451,5855161;0;243,2593065;310,1097119;471,2264157;388,1483235;56,64669961;26,43139256
 01/18  10:00:00;1327,182525;98,10095364;438,3046123;0;243,2593065;302,6124365;449,3325227;371,4874606;42,48502471;35,36003739
 01/18  11:00:00;1321,336861;98,52004465;422,0110696;0;243,2593065;310,1097119;464,1773496;357,8224915;70,80837451;35,54648359
 01/18  12:00:00;1311,199487;99,12861603;413,5130996;0;243,2593065;310,1097119;451,417229;344,9916979;70,80837451;35,61715662
 01/18  13:00:00;1263,953912;99,92297414;410,2099195;0;243,2593065;310,1097119;441,1455271;334,8944842;70,80837451;35,44266839
 01/18  14:00:00;1300,951757;100,7206141;413,3764092;0;243,2593065;302,6124365;423,1981267;330,9307912;56,64669961;35,62063589
 01/18  15:00:00;1303,891547;101,4618136;415,6293178;0;243,2593065;302,6124365;407,6811064;329,6326614;42,48502471;35,56342033
 01/18  16:00:00;1310,617411;102,0677434;422,2130286;0;243,2593065;302,6124365;425,4518333;333,3057693;56,64669961;35,49936438
 01/18  17:00:00;1334,121511;102,4946797;439,6568669;0;243,2593065;310,1097119;462,4683147;342,1845952;84,97004941;35,31367006
 01/18  18:00:00;1371,08636;102,8671571;462,4821645;0;243,2593065;310,1097119;452,3940759;349,9291006;84,97004941;17,49492588
 01/18  19:00:00;1113,303808;94,71476999;479,1426667;0;166,9389264;199,1109338;450,9767384;348,5683839;84,97004941;17,43830502
 01/18  20:00:00;1107,551486;94,71476999;480,2271283;0;166,9389264;191,6136585;421,582834;356,2078281;56,64669961;8,728306294
 01/18  21:00:00;972,4392646;94,71476999;479,0283273;0;100,1506573;124,5586935;471,2167633;397,1287354;56,64669961;17,44132832
 01/18  22:00:00;931,7635854;94,71476999;477,8530946;0;100,1506573;124,5586935;463,5450522;403,6600812;42,48502471;17,39994633
 01/18  23:00:00;863,2102026;94,71476999;475,4528445;0;46,09303362;124,5586935;456,9945728;419,9649706;28,3233498;8,706252373
 01/18  24:00:00;866,420198;94,71476999;478,4676901;0;46,09303362;124,5586935;458,1276881;426,573154;14,1616749;17,39285917
 01/19  01:00:00;865,1114509;94,71476999;488,8871713;0;46,09303362;113,3127805;446,5113534;432,14012;5,664669961;8,706563375
 01/19  02:00:00;869,3604965;94,71476999;492,1451353;0;46,09303362;113,3127805;458,858727;435,8005597;5,664669961;17,39349739
 01/19  03:00:00;874,0063181;94,71476999;493,6937422;0;46,09303362;113,3127805;453,2324625;438,8609183;5,664669961;8,706874317
 01/19  04:00:00;867,1404212;94,71476999;491,1624388;0;46,09303362;113,3127805;465,3138124;442,2550438;5,664669961;17,39409867
 01/19  05:00:00;954,4056848;94,71476999;488,4321608;0;100,1506573;148,9693994;449,2297951;426,306281;5,664669961;17,25884411
 01/19  06:00:00;956,4420985;95,05918955;485,963199;0;100,1506573;149,8943994;636,5591934;613,5571852;14,1616749;8,84033331
 01/19  07:00:00;1186,261221;97,02544852;484,7338127;0;176,4710373;302,6124365;494,2645255;448,5478181;28,3233498;17,39335762
 01/19  08:00:00;1297,579935;98,52120145;485,3865416;0;243,2593065;310,1097119;468,1784073;408,1452617;42,48502471;17,54812085
 01/19  09:00:00;1331,556014;99,19093801;478,5105211;0;243,2593065;310,1097119;472,1036507;389,0233069;56,64669961;26,43364411
 01/19  10:00:00;1354,273295;99,6919835;472,0424493;0;243,2593065;302,6124365;455,308553;377,4606505;42,48502471;35,36287782
 01/19  11:00:00;1353,263906;100,1872991;462,3115804;0;243,2593065;310,1097119;469,4470247;363,0888715;70,80837451;35,54977866
 01/19  12:00:00;1332,550908;101,0498866;437,975276;0;243,2593065;310,1097119;451,1770545;344,7477038;70,80837451;35,62097621
 01/19  13:00:00;1278,132909;101,759515;423,6676868;0;243,2593065;310,1097119;442,8720972;336,617837;70,80837451;35,44588566
 01/19  14:00:00;1307,459698;102,6875499;418,3944559;0;243,2593065;302,6124365;415,5372495;323,2661897;56,64669961;35,62436015
 01/19  15:00:00;1303,567708;103,2883533;413,2399436;0;243,2593065;302,6124365;393,5310354;315,4788961;42,48502471;35,56711461
 01/19  16:00:00;1281,645966;103,7662017;389,1410424;0;243,2593065;302,6124365;395,7294366;303,5799921;56,64669961;35,50274494
 01/19  17:00:00;1334,326892;104,0634403;436,1787053;0;243,2593065;310,1097119;448,4313163;328,1449369;84,97004941;35,31632999
 01/19  18:00:00;1370,921104;104,2377612;459,2308015;0;243,2593065;310,1097119;442,5487038;340,0820155;84,97004941;17,49663885
 01/19  19:00:00;1097,953835;94,71476999;460,9227886;0;166,9389264;199,1109338;444,0629173;341,653009;84,97004941;17,43985882
 01/19  20:00:00;1093,407777;94,71476999;462,8548586;0;166,9389264;191,6136585;422,6012448;348,5169957;56,64669961;17,43754949
 01/19  21:00:00;956,3010209;94,71476999;459,2673724;0;100,1506573;124,5586935;454,5270305;389,1491738;56,64669961;8,731157178
 01/19  22:00:00;914,7147383;94,71476999;456,8621703;0;100,1506573;124,5586935;455,4586707;395,5748889;42,48502471;17,398757
 01/19  23:00:00;867,6560056;94,71476999;479,280025;0;46,09303362;124,5586935;454,1580674;417,1276834;28,3233498;8,707034185
 01/19  24:00:00;884,7603025;94,71476999;497,2549073;0;46,09303362;124,5586935;458,8771954;427,3211059;14,1616749;17,39441458
 01/20  01:00:00;869,1220293;94,71476999;493,8616119;0;46,09303362;113,3127805;454,3023069;431,2445297;5,664669961;17,39310717
 01/20  02:00:00;869,7241984;94,71476999;494,3849679;0;46,09303362;113,3127805;448,4432317;434,0718883;5,664669961;8,706673435
 01/20  03:00:00;871,8461287;94,71476999;496,6581871;0;46,09303362;113,3127805;460,3168371;437,2584518;5,664669961;17,39371537
 01/20  04:00:00;879,5986722;94,71476999;505,1232835;0;46,09303362;113,3127805;455,7854751;441,4138171;5,664669961;8,706988086
 01/20  05:00:00;971,6982661;94,71476999;505,7531919;0;100,1506573;148,9693994;450,254275;427,1952798;5,664669961;17,39432527
 01/20  06:00:00;968,5778857;95,19252195;501,9612333;0;100,1506573;149,8943994;621,9565909;599,0876055;14,1616749;8,707310535
 01/20  07:00:00;1198,821684;97,705769;501,5655784;0;176,4710373;302,6124365;486,3717468;440,6546494;28,3233498;17,39374761
 01/20  08:00:00;1307,129861;99,30074822;501,3699948;0;243,2593065;310,1097119;465,5743883;405,5441035;42,48502471;17,54526013
 01/20  09:00:00;1343,617194;99,88838686;495,3887112;0;243,2593065;310,1097119;472,8372013;389,7597017;56,64669961;26,43080003
 01/20  10:00:00;1366,447968;100,3279711;483,6088867;0;243,2593065;302,6124365;454,8513639;377,0000874;42,48502471;35,36625182
 01/20  11:00:00;1330,219984;100,6954562;435,1802723;0;243,2593065;310,1097119;467,2948042;360,9330507;70,80837451;35,55337895
 01/20  12:00:00;1342,788053;101,3052638;446,2412692;0;243,2593065;310,1097119;454,753398;348,3198797;70,80837451;35,6251437
 01/20  13:00:00;1310,578728;101,9231751;457,2993894;0;243,2593065;310,1097119;453,3620893;347,1043279;70,80837451;35,44938686
 01/20  14:00:00;1336,836272;102,55164;449,6818546;0;243,2593065;302,6124365;435,317765;343,0426578;56,64669961;35,62840762
 01/20  15:00:00;1319,286644;103,0799353;429,6383782;0;243,2593065;302,6124365;425,3768298;338,4348474;42,48502471;44,45695772
 01/20  16:00:00;1336,285702;103,4950362;446,2588718;0;243,2593065;302,6124365;424,2595299;340,9837765;56,64669961;26,62905374
 01/20  17:00:00;1343,381847;103,8467683;446,3593449;0;243,2593065;310,1097119;465,9595454;345,6702868;84,97004941;35,31920914
 01/20  18:00:00;1368,297243;104,1984934;456,0163452;0;243,2593065;310,1097119;451,2372398;348,7686901;84,97004941;17,49850022
 01/20  19:00:00;1101,059489;94,71476999;463,9440013;0;166,9389264;199,1109338;453,0928149;350,6812179;84,97004941;17,44154759
 01/20  20:00:00;1085,703325;94,71476999;455,0354262;0;166,9389264;191,6136585;428,9911589;354,9052989;56,64669961;17,43916035
 01/20  21:00:00;964,9588185;94,71476999;469,1759877;0;100,1506573;124,5586935;471,3821839;397,2984928;56,64669961;17,43699149
 01/20  22:00:00;937,611501;94,71476999;482,3495294;0;100,1506573;124,5586935;458,8803813;407,685925;42,48502471;8,709431586
 01/20  23:00:00;866,551744;94,71476999;478,149006;0;46,09303362;124,5586935;471,1471481;425,4296767;28,3233498;17,39412166
 01/20  24:00:00;859,6793231;94,71476999;469,6776066;0;46,09303362;124,5586935;452,3479266;429,4790527;14,1616749;8,707198916
 01/21  01:00:00;845,1419084;94,71476999;467,2896121;0;46,09303362;113,3127805;455,0966568;432,0389933;5,664669961;17,39299354
 01/21  02:00:00;840,7278146;94,71476999;462,4977178;0;46,09303362;113,3127805;448,7904198;434,4182084;5,664669961;8,707541388
 01/21  03:00:00;843,1373077;94,71476999;465,0597327;0;46,09303362;113,3127805;460,4731039;437,4156988;5,664669961;17,39273521
 01/21  04:00:00;849,1770336;94,71476999;471,6316199;0;46,09303362;113,3127805;455,6337523;441,2612104;5,664669961;8,707871918
 01/21  05:00:00;860,6518057;94,71476999;473,0660509;0;55,62514452;113,3127805;456,3104632;433,2524498;5,664669961;17,39334353
 01/21  06:00:00;860,1690433;94,71476999;472,6267179;0;55,62514452;113,3127805;457,0650079;434,1971894;14,1616749;8,706143574
 01/21  07:00:00;933,1794812;94,71476999;472,5946449;0;65,15725541;176,8892702;421,1526198;375,435318;28,3233498;17,39395195
 01/21  08:00:00;1038,671655;94,9960766;471,7977114;0;109,6827682;220,9681645;608,5290589;557,3381832;42,48502471;8,705851028
 01/21  09:00:00;1054,099116;94,99833693;477,7176903;0;109,6827682;220,9681645;553,3374612;479,2134835;56,64669961;17,47727811
 01/21  10:00:00;1150,098323;96,00781002;464,495812;0;131,9455246;266,9558176;504,4570027;435,6511654;42,48502471;26,32081261
 01/21  11:00:00;1146,037961;96,28567654;451,6422574;0;131,9455246;274,4530929;509,092459;411,8563635;70,80837451;26,42772097
 01/21  12:00:00;1137,952615;96,43590503;441,4198955;0;131,9455246;274,4530929;492,7856666;395,5477366;70,80837451;26,42955548
 01/21  13:00:00;1091,949641;96,55880646;425,8974185;0;131,9455246;274,4530929;477,6900549;380,4559093;70,80837451;26,42577108
 01/21  14:00:00;1081,53705;96,73831397;422,2523615;0;131,9455246;266,9558176;450,2282615;367,1598876;56,64669961;26,42167425
 01/21  15:00:00;1091,12864;96,6917981;432,8084302;0;131,9455246;266,9558176;433,7955394;364,8885409;42,48502471;26,42197385
 01/21  16:00:00;1021,283863;94,71476999;442,4823092;0;109,6827682;212,5458892;372,4743779;289,4030471;56,64669961;26,42463121
 01/21  17:00:00;1040,992009;94,71476999;456,0274153;0;109,6827682;220,0431645;416,8088169;305,414163;84,97004941;26,42460453
 01/21  18:00:00;1033,660921;94,71476999;477,4585539;0;109,6827682;220,0431645;436,3008275;325,0249546;84,97004941;26,30582348
 01/21  19:00:00;995,5462423;94,71476999;478,5045507;0;100,1506573;199,1109338;466,8159875;364,4527467;84,97004941;17,39319138
 01/21  20:00:00;985,6590822;94,71476999;475,1867482;0;100,1506573;191,6136585;435,7329104;370,3794915;56,64669961;8,706719227
 01/21  21:00:00;874,0779784;94,71476999;475,232759;0;55,62514452;124,5586935;487,1939991;413,1534756;56,64669961;17,39382395
 01/21  22:00:00;873,7864136;94,71476999;475,3165109;0;55,62514452;124,5586935;469,983052;418,7909872;42,48502471;8,707040125
 01/21  23:00:00;867,474361;94,71476999;479,3495211;0;46,09303362;124,5586935;481,0250511;435,3072717;28,3233498;17,39442956
 01/21  24:00:00;875,8188025;94,71476999;487,2237724;0;46,09303362;124,5586935;464,2018849;441,3328529;14,1616749;8,707357108
 01/22  01:00:00;859,8318732;94,71476999;495,5685626;0;34,96165543;113,3127805;469,7816875;446,7231389;5,664669961;17,39387864
 01/22  02:00:00;867,081176;94,71476999;503,5621712;0;34,96165543;113,3127805;466,8951582;452,5227833;5,664669961;8,707704948
 01/22  03:00:00;869,1197856;94,71476999;507,0777218;0;34,96165543;113,3127805;481,7034667;458,6457525;5,664669961;17,3930442
 01/22  04:00:00;865,0417843;94,71476999;503,7825123;0;34,96165543;113,3127805;477,1233201;462,7506097;5,664669961;8,708040363
 01/22  05:00:00;874,2250582;94,71476999;502,7759499;0;44,49376632;113,3127805;478,570313;455,5119826;5,664669961;17,39366039
 01/22  06:00:00;873,931394;94,71476999;502,5154832;0;44,49376632;113,3127805;479,8607085;456,993327;14,1616749;8,705706619
 01/22  07:00:00;946,9226529;94,71476999;502,4496892;0;54,02587722;176,8892702;444,0631024;398,3454576;28,3233498;17,39429506
 01/22  08:00:00;938,7871145;94,71476999;502,4352876;0;54,02587722;184,3865456;443,6910424;392,5000209;42,48502471;8,70599677
 01/22  09:00:00;1013,522541;94,71476999;495,5726594;0;65,15725541;220,0431645;444,8420492;370,7294161;56,64669961;17,46593351
 01/22  10:00:00;979,6542218;94,71476999;466,4302231;0;65,15725541;212,5458892;420,6945304;351,9151034;42,48502471;26,29440223
 01/22  11:00:00;964,8374864;94,71476999;441,8388333;0;65,15725541;220,0431645;431,2733869;334,0629335;70,80837451;26,40207889
 01/22  12:00:00;958,1357641;94,71476999;433,0289817;0;65,15725541;220,0431645;419,7890473;322,5790652;70,80837451;26,40160755
 01/22  13:00:00;959,0987296;94,71476999;435,1413477;0;65,15725541;220,0431645;412,8896324;315,680178;70,80837451;26,40107987
 01/22  14:00:00;952,7821902;94,71476999;436,3853083;0;65,15725541;212,5458892;397,4565563;314,4068114;56,64669961;26,40304529
 01/22  15:00:00;956,3073784;94,71476999;440,277985;0;65,15725541;212,5458892;381,5697672;312,679554;42,48502471;26,40518846
 01/22  16:00:00;976,4279658;94,71476999;462,5315379;0;65,15725541;212,5458892;397,1567202;314,1053758;56,64669961;26,40464487
 01/22  17:00:00;939,8258375;94,71476999;450,5222532;0;65,15725541;220,0431645;433,9748871;322,6007336;84,97004941;26,40410413
 01/22  18:00:00;908,3669984;94,71476999;449,9181111;0;54,02587722;184,3865456;446,319252;343,8139858;84,97004941;17,53521678
 01/22  19:00:00;886,6734241;94,71476999;459,3945704;0;44,49376632;163,4543149;486,9740562;384,61171;84,97004941;17,39229678
 01/22  20:00:00;886,602191;94,71476999;466,7711287;0;44,49376632;155,9570395;459,3250218;393,9706509;56,64669961;8,707671336
 01/22  21:00:00;857,1517858;94,71476999;468,999316;0;44,49376632;124,5586935;504,9499182;430,9102281;56,64669961;17,39299051
 01/22  22:00:00;865,0667228;94,71476999;477,991816;0;44,49376632;124,5586935;490,8390671;439,6460289;42,48502471;8,708013507
 01/22  23:00:00;870,1258699;94,71476999;494,3833708;0;34,96165543;124,5586935;506,6629854;460,946024;28,3233498;17,39361155
 01/22  24:00:00;875,657898;94,71476999;499,3473147;0;34,96165543;124,5586935;491,0777057;468,2103468;14,1616749;8,705684009
 01/23  01:00:00;873,436844;94,71476999;498,3387162;0;46,09303362;113,3127805;495,220612;472,1616759;5,664669961;17,39426608
 01/23  02:00:00;881,3657217;94,71476999;507,5117946;0;46,09303362;113,3127805;493,9218034;479,5511413;5,664669961;8,70599219
 01/23  03:00:00;878,7920268;94,71476999;505,7059278;0;46,09303362;113,3127805;508,198691;485,1390755;5,664669961;17,39494556
 01/23  04:00:00;873,2769409;94,71476999;502,3491347;0;46,09303362;113,3127805;505,7997197;491,4287594;5,664669961;8,706290289
 01/23  05:00:00;956,9079688;94,71476999;496,9036388;0;100,1506573;148,9693994;491,6837369;468,6261143;5,664669961;17,39295266
 01/23  06:00:00;955,7959256;94,71476999;494,3362076;0;100,1506573;149,8943994;873,9171407;851,0488598;14,1616749;8,706606029
 01/23  07:00:00;1184,06927;94,95132143;493,5712489;0;176,4710373;302,6124365;600,1794011;554,4623412;28,3233498;17,39371006
 01/23  08:00:00;1291,82742;95,24266015;493,4292222;0;243,2593065;310,1097119;556,7332382;494,2689666;42,48502471;19,97924682
 01/23  09:00:00;1337,286579;95,5337433;495,8041094;0;243,2593065;310,1097119;543,5233472;454,085857;56,64669961;32,79079059
 01/23  10:00:00;1372,886023;96,12217966;494,6195202;0;243,2593065;302,6124365;494,4028388;425,382775;42,48502471;26,53503911
 01/23  11:00:00;1362,324589;96,68188894;474,0872577;0;243,2593065;310,1097119;503,7285433;397,3577285;70,80837451;35,56244028
 01/23  12:00:00;1332,328411;97,16121325;439,4809144;0;243,2593065;310,1097119;490,1729335;374,8287383;70,80837451;44,5358207
 01/23  13:00:00;1276,756147;97,67468743;423,1361522;0;243,2593065;310,1097119;456,4347339;359,0354027;70,80837451;26,59095673
 01/23  14:00:00;1317,780426;98,3379301;430,6854714;0;243,2593065;302,6124365;447,7936268;346,6202875;56,64669961;44,52663972
 01/23  15:00:00;1318,207989;98,8862083;430,6977576;0;243,2593065;302,6124365;409,2629431;331,2294411;42,48502471;35,54847729
 01/23  16:00:00;1310,574084;99,47718688;421,66903;0;243,2593065;302,6124365;416,0889522;323,9563327;56,64669961;35,4859198
 01/23  17:00:00;1319,699656;99,99066353;423,7228749;0;243,2593065;310,1097119;444,3726242;332,9085851;84,97004941;26,49398969
 01/23  18:00:00;1353,474158;100,2834766;443,4605968;0;243,2593065;310,1097119;453,7918503;351,3270569;84,97004941;17,49474397
 01/23  19:00:00;1094,089063;94,71476999;455,9448077;0;166,9389264;199,1109338;445,593447;343,1827606;84,97004941;17,44063702
 01/23  20:00:00;1090,14099;94,71476999;459,0018172;0;166,9389264;191,6136585;426,3238876;352,2400673;56,64669961;17,43712067
 01/23  21:00:00;971,5758788;94,71476999;475,6763033;0;100,1506573;124,5586935;473,4828193;399,3949128;56,64669961;17,44120689
 01/23  22:00:00;938,5836682;94,71476999;482,8745499;0;100,1506573;124,5586935;459,6840243;408,4901101;42,48502471;8,708889531
 01/23  23:00:00;881,066357;94,71476999;493,8477088;0;46,09303362;124,5586935;474,2328629;428,5163775;28,3233498;17,39313558
 01/23  24:00:00;892,6632793;94,71476999;505,5533663;0;46,09303362;124,5586935;459,0609097;436,192546;14,1616749;8,706688774
 01/24  01:00:00;879,1241396;94,71476999;506,5030779;0;46,09303362;113,3127805;466,0773421;443,0187702;5,664669961;17,39390195
 01/24  02:00:00;870,2705972;94,71476999;499,6442913;0;46,09303362;113,3127805;462,0002296;447,6285293;5,664669961;8,70703025
 01/24  03:00:00;862,2055618;94,71476999;492,6431302;0;46,09303362;113,3127805;474,6214691;451,5623656;5,664669961;17,39443352
 01/24  04:00:00;857,456086;94,71476999;488,1895008;0;46,09303362;113,3127805;478,5279202;455,4701419;5,664669961;17,39310831
 01/24  05:00:00;938,9207528;94,71476999;477,4653075;0;100,1506573;148,9693994;453,0518275;438,6804806;5,664669961;8,70667695
 01/24  06:00:00;939,7029812;94,87557757;477,7732417;0;100,1506573;149,8943994;710,46447;678,9090358;14,1616749;17,39375926
 01/24  07:00:00;1160,397381;96,03610646;469,66786;0;176,4710373;302,6124365;520,5816727;483,5513074;28,3233498;8,707015508
 01/24  08:00:00;1280,146679;97,26283536;480,1234538;0;243,2593065;310,1097119;504,5036741;435,7097268;42,48502471;26,30892257
 01/24  09:00:00;1332,498407;98,07441212;487,3607082;0;243,2593065;310,1097119;484,1506418;401,0685649;56,64669961;26,43537727
 01/24  10:00:00;1352,011527;98,86509939;470,469848;0;243,2593065;302,6124365;446,3902729;377,3787849;42,48502471;26,52646329
