;name;address;latitude;longitude;avg_rating;avg_price;category;review_count
397;朱家角花中花会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);青浦区祥凝浜路十五弄十号;31.107786;121.0667;30.0;87.0;KTV;8
398;欢歌天天量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区人民东路2635弄115号;31.048828;121.76865;30.0;37.0;KTV;61
399;太阳城音乐广场(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区莲花南路1251号;31.104687;121.41143;40.0;28.0;KTV;134
400;沄鼎汇娱乐会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区浦东大道2000号;31.247906;121.54896;30.0;536.0;KTV;12
401;国会公馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闸北区老沪太路181号;31.268072;121.45536;0.0;0.0;KTV;9
402;来缘娱乐总汇(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区上南路6939号;31.117613;121.56807;30.0;0.0;KTV;9
403;幸福时光KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区曹安公路1901号锦银休闲广场;31.25247;121.35998;30.0;49.0;KTV;35
404;889会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);静安区南京西路889号;31.230124;121.45973;35.0;0.0;KTV;0
405;月世界(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);长宁区长宁区黄金城道91号;31.192953;121.4118;0.0;0.0;KTV;2
406;好乐迪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);长宁区天山路889号天山百盛5楼;31.210642;121.403854;40.0;53.0;KTV;1410
407;玉林(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);卢湾区一;0.0;0.0;0.0;0.0;KTV;2
408;歌帝纳会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);静安区康定路1469号;31.228544;121.43004;0.0;0.0;KTV;1
409;nice club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);黄浦区中山东二路575号;31.226576;121.49969;30.0;0.0;KTV;6
410;上海歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区虹莘路2968弄39号4楼;31.15723;121.37871;35.0;44.0;KTV;120
411;凯旋宫温泉浴场KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区沪亭南路888号;31.137184;121.32392;30.0;0.0;KTV;5
412;公馆联谊俱乐部(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区江宁路1136号;31.243929;121.44444;30.0;0.0;KTV;1
413;好乐迪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区七莘路3655号凯德七宝购物广场3楼;31.16548;121.34181;45.0;50.0;KTV;1446
414;海锦KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区南码头路101号;31.200869;121.50726;0.0;0.0;KTV;0
415;帝国商务公馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区常德路;31.233387;121.44277;0.0;0.0;KTV;2
416;酒客商务会所KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区中山南二路;31.186102;121.4529;0.0;0.0;KTV;3
417;三苑文化娱乐厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区上南路3849号;31.150963;121.50582;0.0;0.0;KTV;4
418;迪街量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区沪南路967号51生活广场4-5楼;31.182697;121.55524;35.0;61.0;KTV;174
419;艾尔伦(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区高斯路1070号;31.19983;121.61298;0.0;0.0;KTV;6
420;南瓜录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区金沙江路123号604室;31.231533;121.40662;30.0;210.0;KTV;14
421;皇冠会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区江川北路;31.112606;121.27434;0.0;0.0;KTV;0
422;缘酒吧2号店(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);长宁区安龙路429号;31.20401;121.3871;30.0;0.0;KTV;6
423;时代绵绣夜总汇(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区玉树路;31.004454;121.20908;30.0;0.0;KTV;2
424;麦炫KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区上南路3111号;31.160158;121.49856;30.0;46.0;KTV;57
425;巴那那量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区川沙路4935号3楼;31.19363;121.69814;30.0;0.0;KTV;6
426;普乐迪量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区四川北路1915号时装大厦7楼;31.262163;121.483925;30.0;55.0;KTV;543
427;圣诺KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区开鲁路360号;31.324957;121.5336;0.0;0.0;KTV;2
428;胜成KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区电台路394号;31.353432;121.39287;0.0;0.0;KTV;3
429;唛巢量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区嘉行公路201号;31.397776;121.2543;35.0;56.0;KTV;29
430;好乐迪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区同丰路699号百联虹口购物中心5楼;31.2731;121.46744;40.0;53.0;KTV;859
431;自由麦克(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区武威路1118号白丽生活广场4-5楼;31.282055;121.34954;30.0;48.0;KTV;83
432;爱美歌KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区古美西路899弄1-2号3楼;31.130808;121.38391;45.0;41.0;KTV;185
433;帝豪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区曹安路;31.247395;121.38638;0.0;0.0;KTV;1
434;睿儒KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区世界路;31.321033;121.526085;0.0;0.0;KTV;1
435;飞天量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区九亭公路76号嘉禾阳光大厦4楼;31.13285;121.31749;30.0;71.0;KTV;66
436;火玫瑰ktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区上南路3136号;31.160906;121.49742;30.0;0.0;KTV;7
437;缤纷歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区新源路85弄4号;31.289928;121.15898;30.0;35.0;KTV;21
438;飞天量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区泗泾镇汇泾广场4楼;31.107185;121.27519;30.0;0.0;KTV;9
439;上海滩国际商务会所俱乐部(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区长寿路577;31.237535;121.43426;40.0;736.0;KTV;21
440;超级玛丽(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区康沈公路1611弄1号3楼;31.116423;121.57734;30.0;25.0;KTV;39
441;Mute录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区陕西南路333弄5号联兴大厦101室;31.204754;121.46286;0.0;0.0;KTV;0
442;馨月舞厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区同济支路1号3楼;31.381083;121.49659;0.0;0.0;KTV;1
443;百乐迪量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区龙州路995号华轻梅陇购物中心4楼;31.139206;121.42239;30.0;29.0;KTV;34
444;自由港量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);卢湾区金陵东路569号汇都大厦4楼;31.226614;121.48022;40.0;63.0;KTV;584
445;唛动歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区三门路497号3楼;31.311619;121.49275;35.0;41.0;KTV;130
446;自由港量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区沪星路289弄2号3楼;31.164442;121.33792;45.0;42.0;KTV;277
447;自由麦克(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区博山东路78号博达百货3楼;31.247654;121.56068;30.0;47.0;KTV;38
448;唱享量贩式歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区新松江路1292弄79号2-3楼;31.041756;121.21096;30.0;24.0;KTV;44
449;华都会所KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);卢湾区斜土路1268号;31.198774;121.464325;30.0;0.0;KTV;3
450;金樽会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);长宁区宋园路191号;31.188173;121.4131;30.0;0.0;KTV;7
451;欢歌天天量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区沪南公路5455号汇力商务广场4楼;31.040333;121.59566;35.0;40.0;KTV;20
452;海潮ktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区海鸥路148号;30.822603;121.529076;0.0;0.0;KTV;0
453;Maxyou量贩式歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区花山路1199号;31.351048;121.5853;35.0;52.0;KTV;31
454;炫音KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区嘉定区曹安公路1615号利金国际4楼;31.251593;121.367195;40.0;37.0;KTV;88
455;炫音KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闸北区沪太路785号新华园14幢5楼西侧;31.266277;121.44446;40.0;41.0;KTV;213
456;钻石人间(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区南桥镇;30.90286;121.4589;0.0;0.0;KTV;1
457;盛世豪门娱乐会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区江海镇;30.90606;121.4612;0.0;0.0;KTV;0
458;丽众娱乐(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区江海镇;30.90606;121.4612;0.0;0.0;KTV;0
459;红舞欣娱乐广场(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区人民南路2号;30.904335;121.46268;0.0;0.0;KTV;1
460;绝色倾城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区南桥镇;30.90309;121.45895;0.0;0.0;KTV;0
461;巧玲KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区南桥镇立新路150号;30.914272;121.46047;0.0;0.0;KTV;0
462;缤纷歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区武宁路231号银宫商厦B1楼;31.239813;121.42114;20.0;46.0;KTV;96
463;金碧皇宫(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区友谊路42弄8号;31.40717;121.4889;30.0;41.0;KTV;13
464;808Kpub(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区华灵路1090号3楼;31.279358;121.42124;40.0;48.0;KTV;219
465;808Kpub(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闸北区共和新路4646号;31.31789;121.44711;40.0;39.0;KTV;368
466;咏歌量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区沪太路3633号;31.32604;121.40762;35.0;34.0;KTV;64
467;缤纷歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区桃浦恒达休闲广场3楼;31.28142;121.34832;30.0;29.0;KTV;14
468;纯K(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);卢湾区徐家汇路618号日月光中心广场A区3楼;31.206232;121.46814;50.0;115.0;KTV;2171
469;青浦KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);青浦区海盈路;31.150923;121.10927;30.0;0.0;KTV;1
470;金风玉露KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区水产路2659号4楼;31.365536;121.44069;30.0;0.0;KTV;8
471;金爵KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区环城东路;30.906435;121.47083;30.0;0.0;KTV;3
472;自由港量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区淞滨路600号北翼大厦6楼;31.371847;121.494125;40.0;35.0;KTV;76
473;凤城酒店KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤南奉公路9688号凤城酒店内;30.91115;121.4601;0.0;0.0;KTV;1
474;银乐迪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区铜川路68号弘基时尚生活中心4楼;31.254894;121.420265;45.0;55.0;KTV;885
475;K歌迷量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区三门路497号3楼;31.31167;121.49281;35.0;0.0;KTV;5
476;欧唛克量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区芳草路273号;31.193424;121.556526;40.0;41.0;KTV;237
477;自由港量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);奉贤区奉贤区莘奉公路1985号5栋3楼;30.914705;121.48328;40.0;48.0;KTV;149
478;欣尚歌城量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区洞泾镇沪松公路3670号佳唯广场1楼;31.082035;121.26432;40.0;0.0;KTV;5
479;唛动歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区长岛路1262号;31.26143;121.59374;30.0;45.0;KTV;115
480;歌笙2会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区牡丹江路712号;31.388235;121.492256;30.0;0.0;KTV;3
481;V8音乐茶座(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区控江路1155号杨浦大剧院4楼;31.27832;121.528336;30.0;0.0;KTV;0
482;本杰明(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区海拉尔路182号;31.25747;121.4956;30.0;0.0;KTV;1
483;缤纷壹号(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区文诚路232号;31.03239;121.22033;0.0;0.0;KTV;3
484;Enjoy音杰量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区兰溪路138号5楼;31.23979;121.4053;35.0;52.0;KTV;92
485;Enjoy音杰量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区长寿路393号亚新生活广场4楼;31.23973;121.43731;40.0;68.0;KTV;410
486;云豹量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区漕宝路1495号3楼;31.157404;121.38272;40.0;49.0;KTV;110
487;紫门阁(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区东林路69号;31.402725;121.49474;0.0;13.0;KTV;19
488;唛歌时尚KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区武进路289号海泰时代大厦3楼;31.251986;121.48504;40.0;52.0;KTV;960
489;V-SHOW主题KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);黄浦区淮海东路99号新尚数码广场4楼;31.225113;121.48082;40.0;114.0;KTV;1142
490;阳光天堂(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区白杨路608号4楼;31.200665;121.55605;0.0;0.0;KTV;4
491;恋鑫娱乐KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);崇明县崇明县城桥镇湄洲路177号;31.619326;121.40741;30.0;0.0;KTV;4
492;自由麦客量贩式ktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);静安区南京西路1856号4楼;31.22179;121.44325;40.0;43.0;KTV;476
493;自由港量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区兰溪路148号4楼;31.2401;121.40481;40.0;41.0;KTV;227
494;华唐帝国(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区沪太路1507号3楼;31.283846;121.42267;0.0;0.0;KTV;2
495;欢唱量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区灵岩南路1313号6楼;31.139656;121.50136;30.0;50.0;KTV;71
496;百乐恋歌(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区丰庄路297号2楼;31.2456;121.36238;30.0;0.0;KTV;2
497;尊柜国际会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区班溪路99号;31.373035;121.497;0.0;0.0;KTV;0
498;上海歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区华山路2088号汇银大厦6楼;31.196896;121.43743;35.0;46.0;KTV;235
499;帝晓商务会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区兰溪路277号;31.248985;121.40173;0.0;0.0;KTV;5
500;嘉迪乐歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区嘉行公路228号;31.39784;121.25495;30.0;25.0;KTV;14
501;唛动歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);金山区金山枫泾古镇枫阳路29号;30.892286;121.02687;35.0;0.0;KTV;2
502;新尚视听歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区水电路680号海虹商业广场5楼;31.283813;121.4751;35.0;0.0;KTV;5
503;八闽娱乐城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区水电路832号;31.28681;121.47674;30.0;0.0;KTV;5
504;匣咔(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);青浦区朱家角祥凝浜路16弄10号;31.109453;121.06722;0.0;0.0;KTV;4
505;绯雨音乐录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区蓝村路60弄5号306室;31.211288;121.52993;0.0;272.0;KTV;24
506;花好月园(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区宝安公路;31.347061;121.32349;0.0;0.0;KTV;1
507;百吉纳(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区新金桥路1288号;31.253502;121.60988;0.0;0.0;KTV;2
508;Let‘s Go娱乐会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);金山区金山蒙山路1399弄;30.73294;121.34229;0.0;0.0;KTV;0
509;163音乐会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区文海路220号;31.311134;121.39441;0.0;0.0;KTV;7
510;东方魅力国际联谊会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);静安区长寿路988号;31.233189;121.429085;30.0;259.0;KTV;13
511;凤凰城KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区武宁路225号;31.238607;121.42222;0.0;0.0;KTV;1
512;蝶恋花(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区通南路;31.337828;121.475136;0.0;0.0;KTV;1
513;韦韦KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区虹梅路2959号;31.18029;121.39294;0.0;0.0;KTV;3
514;臻岛金座KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区周浦镇横桥路168号;31.107735;121.57512;0.0;0.0;KTV;0
515;天天唱吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区长阳路333号;31.25765;121.51268;30.0;0.0;KTV;2
516;阿里巴巴娱乐城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区中山路177号4楼;31.00644;121.229614;0.0;0.0;KTV;1
517;易得乐舞厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区池勾路;31.3022;121.48154;0.0;0.0;KTV;0
518;辉煌舞厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区通北路540号;31.260582;121.51945;0.0;0.0;KTV;0
519;派客KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);金山区金山区卫清西路408号5楼;30.729536;121.34392;30.0;30.0;KTV;16
520;Zoomp录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区三新北路900弄泰晤士小镇942号;31.033318;121.196785;0.0;0.0;KTV;1
521;蓝白舞厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区金台路248弄36号金桥市场3楼;31.250467;121.58811;30.0;0.0;KTV;1
522;逸元录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区龙吴路5688弄122号101室;31.03961;121.46868;30.0;200.0;KTV;30
523;唛酷量贩ktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区环城路515-555号LOMO玩库4楼;31.010399;121.25411;40.0;15.0;KTV;63
524;麦动(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区三门路;31.312946;121.49332;0.0;0.0;KTV;2
525;至尊会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区乐林路133号;31.279577;121.60589;30.0;0.0;KTV;0
526;Fspace录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区锦秋路699弄锦秋花园11区100号;31.32104;121.389755;0.0;0.0;KTV;1
527;宝业KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区三泉路1127号;31.32036;121.44035;0.0;0.0;KTV;0
528;欢乐迪氧吧KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区中山北路3018号长城弘基广场5楼;31.237997;121.41537;40.0;57.0;KTV;1085
529;唛享量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闸北区阳曲路475号2-3楼;31.314268;121.45978;35.0;43.0;KTV;69
530;金色时光KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区华夏二路550弄2号;31.187943;121.685165;0.0;0.0;KTV;1
531;黄兴公园KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区佳木斯路299号;31.29598;121.53801;0.0;0.0;KTV;0
532;天天唱吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区行泰路281弄19号;31.290789;121.61001;30.0;0.0;KTV;4
533;九江路KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区九江路686号宝龙大厦内;31.23547;121.48129;0.0;0.0;KTV;0
534;银乐迪(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区宜山路455号光启城时尚购物中心4楼;31.184755;121.42805;45.0;50.0;KTV;1319
535;宝隆7号KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);普陀区金沙江路1991号;31.234623;121.37228;30.0;0.0;KTV;1
536;蓝宝石KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区水清路188弄;31.114754;121.38181;0.0;0.0;KTV;0
537;伊梦KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区淞宝路507-509号;31.386303;121.50297;0.0;0.0;KTV;1
538;金光闪闪ktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区老沪闵路2070号;31.096827;121.41958;30.0;0.0;KTV;3
539;花鸟风月(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区东方路916号5楼;31.22297;121.52754;0.0;0.0;KTV;3
540;03 VIP BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区七莘路3033号4楼;31.15617;121.34752;30.0;0.0;KTV;6
541;九歌量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区新桥镇九新公路2730号3楼;31.062914;121.30929;0.0;20.0;KTV;11
542;清逸会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区颛兴路;31.064823;121.39033;30.0;0.0;KTV;2
543;青松城歌舞厅(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区东安路8号青松城大酒店2楼;31.198505;121.44961;30.0;0.0;KTV;4
544;Boboktv(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);松江区斜桥路28号;31.26803;121.6916;0.0;0.0;KTV;0
545;乐享时尚量贩式KTV宝山店(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区水产西路738号;31.356054;121.41711;35.0;29.0;KTV;21
546;天天唱吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区延吉东路2号;31.29886;121.55796;0.0;0.0;KTV;1
547;唱九天量贩KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区澄浏中路2581号;31.380753;121.27892;30.0;46.0;KTV;21
548;上海歌城(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区墨玉南路1055号嘉亭荟城市生活广场401-402室;31.28816;121.16332;30.0;42.0;KTV;94
549;V-SHOW主题KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区天钥桥路123号3F-4F靠近辛耕路;31.192406;121.44199;40.0;79.0;KTV;803
550;金豹娱乐(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);嘉定区迎园路;31.384436;121.2653;0.0;0.0;KTV;0
551;欧麦哒(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区浦建路15号塘桥商城B1楼;31.210697;121.51821;35.0;53.0;KTV;141
552;咪派KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区鑫都路2058弄;31.057428;121.39567;30.0;38.0;KTV;62
553;天天唱吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);杨浦区包头南路73号;31.298;121.5407;30.0;0.0;KTV;2
554;清晨录音棚(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);虹口区东江湾路188号C座303室;31.26713;121.48019;40.0;0.0;KTV;2
555;大歌星量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区一二八纪念路956号宝山万达万千百货内;31.324966;121.44772;30.0;53.0;KTV;487
556;罗商娱乐KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区罗店镇塘西街15号;31.412136;121.34355;0.0;0.0;KTV;4
557;紫晶KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);宝山区淞宝路1185号;31.397163;121.49694;0.0;0.0;KTV;2
558;Starbox星盒工作室(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);徐汇区古宜路99弄7号401室;31.184217;121.427185;40.0;172.0;KTV;47
559;浪人KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);浦东新区斜桥路33号;31.26804;121.69157;0.0;0.0;KTV;0
560;喜阳阳量贩式KTV(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...);闵行区春都路233号2楼;31.08237;121.41659;30.0;0.0;KTV;11
